id,MAIUSCULAS,EXCLAMA,ASPAS,POL_ABSOLUTO,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,interrog,affect,posemo,negemo,anx,anger,sad
663,0.2517482517482518,0.0,0.0,0.4,0.2848859683030537,0.2115384615384616,0.10576923076923077,0.0,0.0,0.0,0.14102564102564105,0.0,0.2538461538461539,0.2115384615384616,0.2088607594936709,0.0,0.4423076923076924,0.2948717948717949,0.0,0.0,0.0,0.22115384615384615,0.125,0.3461538461538461,0.0,0.0,0.0,0.0
873,0.2909090909090909,0.0,0.0,0.2,0.6080402010050251,0.4888888888888889,0.55,0.0,0.0,0.0,0.7333333333333334,0.0,0.5866666666666667,0.55,0.7147679324894514,0.0,0.12777777777777774,0.17037037037037034,0.0,0.08666666666666666,0.4,0.09583333333333333,0.325,0.3,0.22857142857142854,0.0,0.5333333333333333,0.0
1128,0.12121212121212123,0.0,0.0,0.4,0.3132328308207705,0.10185185185185186,0.15277777777777776,0.0,0.0,0.0,0.20370370370370366,0.0,0.12222222222222225,0.10185185185185186,0.3326300984528832,0.3194444444444444,0.0,0.0,0.0,0.4333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1218,0.26181818181818184,0.0,0.0,0.4,0.07738693467336683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07333333333333335,0.07518987341772153,0.0,0.15333333333333335,0.0,0.0,0.0,0.24,0.0,0.13,0.0,0.13714285714285715,0.0,0.0,0.36
1245,0.1487603305785124,0.0,0.0,0.6000000000000001,0.1457286432160804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.17721518987341767,0.26136363636363635,0.17424242424242425,0.0,0.0,0.11818181818181815,0.2727272727272727,0.0,0.14772727272727273,0.0,0.15584415584415584,0.0,0.0,0.0
1247,0.12121212121212123,0.0,0.0,0.4,0.12897822445561138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10185185185185186,0.2320675105485232,0.0,0.0,0.0,0.5555555555555556,0.1444444444444444,0.0,0.0,0.18055555555555555,0.0,0.19047619047619047,0.0,0.0,0.0
1251,0.12121212121212123,0.0,0.0,0.4,0.43606923506420986,0.20370370370370366,0.15277777777777776,0.0,0.0,0.0,0.20370370370370366,0.0,0.2444444444444445,0.20370370370370366,0.2320675105485232,0.6388888888888888,0.21296296296296294,0.0,0.0,0.2888888888888888,0.3333333333333333,0.0,0.18055555555555555,0.0,0.19047619047619047,0.0,0.0,0.0
1253,0.047430830039525695,0.0,0.0,0.2,0.3292549705046973,0.2391304347826087,0.11956521739130435,0.0,0.0,0.0,0.15942028985507248,0.0,0.28695652173913044,0.31884057971014496,0.2451843698403963,0.25,0.3333333333333333,0.2222222222222222,0.0,0.11304347826086955,0.2608695652173913,0.125,0.2826086956521739,0.0,0.2981366459627329,0.0,0.0,0.0
1254,0.057416267942583726,0.0,0.0,0.2,0.1774662787622322,0.09649122807017543,0.0,0.0,0.0,0.0,0.0,0.0,0.11578947368421053,0.0,0.025649566955363082,0.6052631578947368,0.20175438596491227,0.13450292397660818,0.0,0.13684210526315788,0.0,0.1513157894736842,0.0,0.0,0.0,0.0,0.0,0.0
1257,0.1422924901185771,0.0,0.0,0.4,0.1369892942975748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15942028985507248,0.16648321408915795,0.0,0.16666666666666666,0.1111111111111111,0.0,0.0,0.0,0.0,0.14130434782608695,0.0,0.14906832298136646,0.0,0.0,0.3913043478260869
1263,0.1422924901185771,0.0,0.0,0.6000000000000001,0.1369892942975748,0.07971014492753624,0.0,0.0,0.0,0.0,0.0,0.0,0.09565217391304348,0.15942028985507248,0.08778205833791965,0.0,0.0,0.1111111111111111,0.0,0.2260869565217391,0.0,0.125,0.14130434782608695,0.3913043478260869,0.0,0.0,0.0,0.0
1264,0.25974025974025977,0.0,0.0,0.4,0.050011964584828886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17460317460317462,0.10277275467148883,0.0,0.0,0.0,0.0,0.1238095238095238,0.0,0.0,0.30952380952380953,0.42857142857142855,0.16326530612244894,0.0,0.0,0.0
1265,0.060606060606060615,0.0,0.0,0.4,0.19039642657733108,0.3055555555555556,0.3055555555555555,0.0,0.0,0.0,0.40740740740740733,0.0,0.3666666666666667,0.3055555555555556,0.13150492264416316,0.0,0.21296296296296294,0.1419753086419753,0.0,0.0,0.0,0.1597222222222222,0.18055555555555555,0.0,0.19047619047619047,0.0,0.0,0.0
1267,0.06818181818181819,0.0,0.0,0.4,0.15201005025125627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11458333333333336,0.0435126582278481,0.0,0.2395833333333333,0.3194444444444444,0.0,0.16249999999999998,0.0,0.1796875,0.40625,0.0,0.42857142857142855,0.0,1.0,0.0
1272,0.08727272727272728,0.0,0.0,0.2,0.21005025125628135,0.22,0.22,0.0,0.0,0.0,0.2933333333333334,0.0,0.264,0.22,0.14759493670886076,0.0,0.3066666666666667,0.20444444444444446,0.0,0.31199999999999994,0.24,0.23,0.0,0.0,0.0,0.0,0.0,0.0
